player_name,player_link_ep,nation,position,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Nathan Oystrick,https://www.eliteprospects.com/player/11428/nathan-oystrick,Canada,D,181,97,L,,,"('7', '198', '2002')","['1-time AHL All-Rookie Team', '1-time AHL Calder Cup Champion', '1-time AHL Second All-Star Team', '1-time NCAA (West) Second All-American Team']","A skilled two-way defenseman with a hard point shot. Oystrick can also be a force physically and play an aggressive game. Isn't very tall, but is very solidly built.
- Erik K."
Darroll Powe,https://www.eliteprospects.com/player/12407/darroll-powe,Canada,C/W,180,96,L,,,,['1-time ACH Champion'],
Max Pacioretty,https://www.eliteprospects.com/player/12461/max-pacioretty,USA,LW,188,98,L,,,"('1', '22', '2007')","['1-time NCAA (CCHA) Champion', '1-time NHL Sportsmanship Award (Bill Masterton Trophy)', '1-time USHL All-Rookie Team', '1-time USHL Rookie of the Year']","Max Pacioretty is an offensive forward who plays the sniper-role on a scoring line. He owns tremendous shooting abilities, although you rarely see him take a slap-shot as his lethal wrist shot combined with a world class release is his main weapon. Not the flashiest skater, Pacioretty moves almost like a freight train, using power full strides to reach remarkable top-end speed. Plays an underrated defensive game and is, thanks to his size and long reach, a valuable option on the penalty kill."
Kevin Porter,https://www.eliteprospects.com/player/9212/kevin-porter,USA,C,182,86,L,,,"('4', '119', '2004')","['1-time U18 WJC Silver Medal', '2-time NCAA (CCHA) Champion', '1-time NCAA (West) First All-American Team', '1-time NCAA Top Collegiate Player (Hobey Baker Award)', '1-time NHL Stanley Cup Champion']","Brother: Mike Porter
Porter is always hustling and working hard on the ice. Has sound two-way ability and the versatility to play any forward position. Also possesses decent hands and offensive instincts. On the downside, he isn't very big, which has limited his effectiveness in the NHL.
- Erik K."
Adam Pardy,https://www.eliteprospects.com/player/11740/adam-pardy,Canada,D,193,103,L,,,"('6', '173', '2004')",['1-time ECHL Kelly Cup Champion'],"Pardy is a defensive defenseman with excellent size and reach. Excels on the penalty kill. Owns decent skating ability for a big man. Not much of an offensive threat, though. Could stand to play a more physical style, too.
- Erik K."
Ville Leino,https://www.eliteprospects.com/player/7418/ville-leino,Finland,LW/RW,186,83,L,"['Dangler', 'Finesse Player', 'Playmaker']",,,"['1-time Liiga Golden Helmet', '2-time Liiga All-Star Team', '1-time Liiga Best Player of Regular Season (Lasse Oksanen Award)', '1-time Liiga Champion', '1-time Liiga Most Assists']","Leino is a skilled player who can play any forward position. Has good hands, puck control, and passing ability. Moves the puck with great confidence and likes to hold on to it and do fancy stuff at times. Defensive game and skating is not quite as impressive."
Joey Crabb,https://www.eliteprospects.com/player/9395/joey-crabb,USA,RW,185,86,R,,,"('7', '226', '2002')","['1-time AHL Calder Cup Champion', '1-time SHL Champion']","Crabb is a winger with solid all-around ability and two-way instincts. Plays an energetic, gritty game. Has a decent frame.
- Erik K."
Paul Szczechura,https://www.eliteprospects.com/player/11424/paul-szczechura,Canada,C/RW,180,89,R,,,,[],"A smart center with good hockey sense, Szczechura plays a well-rounded, two-way game. Has playmaking ability and a decent shot. He is a very good skater and faceoff man. Is somewhat lacking in size.
- Erik K."
Byron Bitz,https://www.eliteprospects.com/player/14041/byron-bitz,Canada,RW,195,98,R,,,"('4', '107', '2003')",['1-time NCAA (ECAC) Champion'],
Patric Hörnqvist,https://www.eliteprospects.com/player/3683/patric-hornqvist,Sweden,RW,182,86,R,"['Net-Front Presence', 'PP Specialist']",,"('7', '230', '2005')","['1-time World Championship Gold Medal', '1-time U18 WJC Bronze Medal', '2-time NHL Stanley Cup Champion', '1-time SHL Rookie of the Year']",A decent skater with admirable work ethics and good defensive skills. Hörnqvist can also chip in offensively and he can be used in most on ice situations.
Peter Ölvecký,https://www.eliteprospects.com/player/11772/peter-olvecky,Slovakia,LW/C,188,97,L,,,"('3', '78', '2004')",['1-time Slovakian Extraliga Champion'],"A hard working winger, Ölvecky can play center as well. Good on his skates. Has decent hands. Needs to play with more consistency."
Colton Gillies,https://www.eliteprospects.com/player/11100/colton-gillies,Canada,C/W,193,95,L,,,"('1', '16', '2007')",['1-time U20 WJC Gold Medal'],Uncle: Clark Gillies
Jonas Frögren,https://www.eliteprospects.com/player/97/jonas-frogren,Sweden,D,187,100,L,"['Defensive Defenseman', 'Heavy Hitter']",,"('8', '206', '1998')","['1-time TV-Pucken Gold Medal', '1-time U18 EJC Gold Medal', '1-time J20 SM Gold Medal', '4-time SHL Champion', '1-time TV-Pucken Best Defenseman (Lill-Strimmas Stipendium)']",
Luca Sbisa,https://www.eliteprospects.com/player/13946/luca-sbisa,Switzerland / Italy,D,191,93,L,,,"('1', '19', '2008')",[],"Luca Sbisa is a mobile two-way defenceman that can seem a bit gaudy at times. Plays at his best when he simplifies his game, seeing the ice well and finding the open space to give himself decision-making options. Possesses a sharp, accurate shot and needs to use it more. Not a great passer but has the ability to create time and space for teammates who have better options with the puck. Skates very well up-ice but can have some trouble pivoting on the backcheck. Very physical when he wants to be and likes to take key opposition individuals out of the play. Very aggressive."
Jamie McGinn,https://www.eliteprospects.com/player/9336/jamie-mcginn,Canada,LW,185,93,L,,,"('2', '36', '2006')",['1-time OHL Third All-Star Team'],"Father: Bob McGinn
Mother: Cori McGinn
Brothers: Brock McGinn, Tye McGinn
Cousin: Erik Bradford"
Chris Butler,https://www.eliteprospects.com/player/9206/chris-butler,USA,D,185,91,L,,,"('4', '96', '2005')","['1-time World Championship Bronze Medal', '1-time NCAA (West) Second All-American Team']","Chris Butler was known as a defenseman who played a well-rounded game. He had both very good skating ability and solid hockey sense.
- Erik K."
Martins Karsums,https://www.eliteprospects.com/player/9238/martins-karsums,Latvia,LW/RW,177,95,R,,,"('2', '64', '2004')","['1-time QMJHL All-Rookie Team', '1-time QMJHL Champion', '1-time QMJHL Playoffs MVP (Guy Lafleur Trophy)']",
Anssi Salmela,https://www.eliteprospects.com/player/7556/anssi-salmela,Finland,D,182,86,L,['Two-Way Defenseman'],,,"['1-time World Championship Gold Medal', '1-time World Championship Silver Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal']",Salmela is a defenseman with a great shot and offensive ability. Skates well and likes to hit. Sometimes plays risky defensively and gives away the puck. Can play on the powerplay as well as the penalty kill.
Brandon Sutter,https://www.eliteprospects.com/player/9339/brandon-sutter,Canada / USA,C/RW,190,86,R,,,"('1', '11', '2007')",['1-time U20 WJC Gold Medal'],"Father: Brent Sutter
Uncles: Brian Sutter, Darryl Sutter, Duane Sutter, Rich Sutter, Ron Sutter
Cousins: Shaun Sutter, Brett Sutter, Brody Sutter, Luke Sutter, Riley Sutter
Brother: Merrick Sutter"
Derek Dorsett,https://www.eliteprospects.com/player/11666/derek-dorsett,Canada,RW,183,87,R,"['Checking-line Player', 'Heavy Hitter', 'Physical Forward']",,"('7', '189', '2006')",['1-time WHL Champion'],"Father: Dean Dorsett
Brother: Chad Dorsett
Cousin: Shayne Neigum"
Cal O'Reilly,https://www.eliteprospects.com/player/11360/cal-o-reilly,Canada,C,183,85,L,,,"('5', '150', '2005')",[],"O'Reilly is a pure playmaker with great passing ability and vision. Very good in shootouts, but could improve his two-way game. Could stand to shoot the puck more.
- Erik K."
Tyler Sloan,https://www.eliteprospects.com/player/13428/tyler-sloan,Canada,D,191,86,L,,,,['2-time AHL Calder Cup Champion'],
Karl Alzner,https://www.eliteprospects.com/player/10429/karl-alzner,Canada,D,191,97,L,,,"('1', '5', '2007')","['2-time U20 WJC Gold Medal', '1-time U17 WHC Silver Medal', '2-time AHL Calder Cup Champion', '1-time CHL Defenseman of the Year', '1-time CHL First All-Star Team', '1-time CHL Second All-Star Team', '1-time WHL (East) First All-Star Team', '1-time WHL Player of the Year (Four Broncos Trophy)', '1-time WHL Top Defenseman (Bill Hunter Trophy)']",
Brett Festerling,https://www.eliteprospects.com/player/14082/brett-festerling,Canada / Germany,D,185,95,L,,,,['1-time CHL Memorial Cup Champion'],"Festerling is a stocky hardworking stay-at-home defenseman. He can play a solid, physical defensive game. Valuable on the penalty kill.
- Erik K."
Nikita Filatov,https://www.eliteprospects.com/player/11860/nikita-filatov,Russia,LW/RW,184,87,R,,,"('1', '6', '2008')","['1-time U18 WJC Gold Medal', '1-time U18 WJC Silver Medal', '2-time U20 WJC Bronze Medal', '1-time U18 WJC All-Star Team', '1-time U20 WJC All-Star Team']",
T.J. Galiardi,https://www.eliteprospects.com/player/12464/t.j.-galiardi,USA / Canada,C/LW,188,84,L,,,"('2', '55', '2007')",[],"Galiardi is a forward with good skating ability and size. Has decent offensive instincts, as well as a high energy level. Versatile, he can play center and wing. Can be used in a penalty killing role, too.
- Erik K."
Andreas Nödl,https://www.eliteprospects.com/player/11448/andreas-nodl,Austria,RW,187,88,L,,,"('2', '39', '2006')","['1-time ICEHL Champion', '1-time USHL First All-Star Team']",Nödl is a two-way winger with great skating ability. He also has a good shot that he likes to use. Finishes his checks.
Cam Paddock,https://www.eliteprospects.com/player/12043/cam-paddock,Canada,C/RW,185,86,R,,,"('5', '137', '2002')","['1-time CHL Memorial Cup Champion', '1-time WHL Champion']",A two-way forward with solid size and good work ethic. Good leadership abilities. Excellent teammate. Lacks natural scoring instincts.
Trevor Lewis,https://www.eliteprospects.com/player/10461/trevor-lewis,USA,C/RW,185,93,R,,,"('1', '17', '2006')","['1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '2-time NHL Stanley Cup Champion', '1-time USHL Clark Cup Champion', '1-time USHL Forward of the Year', '1-time USHL Player of the Year']",Nephew: Ryley Lewis
Janne Niskala,https://www.eliteprospects.com/player/4278/janne-niskala,Finland,D,184,91,L,"['Offensive Defenseman', 'PP Specialist']",,"('5', '147', '2004')","['1-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Bronze Medal', '1-time Olympic Bronze Medal']","A skilled defenseman with excellent offensive qualities. Is a very good passer, but might be a better shot. Both the slapshot and the wrister are very hard and accurate. Is a tremendous puck-mover and power play quarterback. Skates well and is very mobile.
Is inconsistent in his defensive positioning and his effort. Can get nonchalant and presumptious with the puck."
Jesse Joensuu,https://www.eliteprospects.com/player/4218/jesse-joensuu,Finland,LW,193,97,L,"['Grinder', 'Power Forward']",,"('2', '60', '2006')","['1-time World Championship Gold Medal', '1-time U20 WJC Bronze Medal']","Joensuu is a powerful winger with tremendous size. Strong in the corners and tough along the boards. A very good forechecker, too. Also has some offensive ability and is a good net-front presence.
- Erik K."
Jon Kalinski,https://www.eliteprospects.com/player/17719/jon-kalinski,Canada,C/LW,185,82,L,,,"('6', '152', '2007')",[],"Kalinski is a hard working forward with good speed. Plays a gritty game and can agitate opponents. On the downside, he can also take a bad penalty or two.
- Erik K."
Dustin Jeffrey,https://www.eliteprospects.com/player/11115/dustin-jeffrey,Canada,C,185,93,L,,,"('6', '171', '2007')","['1-time AHL Calder Cup Champion', '1-time AHL Second All-Star Team', '1-time DEL Most Assists', '1-time NL Most Assists', '1-time NL Most Points', '2-time Spengler Cup Winner']","Jeffrey is a smart center with all-around ability and two-way instincts. Not overly speedy, but has decent size and fine playmaking skills.
- Erik K."
Tom Wandell,https://www.eliteprospects.com/player/2021/tom-wandell,Sweden,C,185,91,L,,,"('5', '146', '2005')","['1-time TV-Pucken Gold Medal', '1-time TV-Pucken Best Forward (Sven Tumbas Stipendium)']",
Brad Staubitz,https://www.eliteprospects.com/player/10642/brad-staubitz,Canada,RW,185,94,R,"['Grinder', 'Heavy Hitter', 'Physical Forward']",,,[],
Matt Pelech,https://www.eliteprospects.com/player/11249/matt-pelech,Canada,D/RW,193,107,R,,,"('1', '26', '2005')",[],"Brothers: Mike Pelech, Adam Pelech
Uncle: Mike Gillis"
Vladimír Mihálik,https://www.eliteprospects.com/player/9251/vladimir-mihalik,Slovakia,D,202,110,L,,,"('1', '30', '2005')",['3-time Slovakian Extraliga Champion'],"Mihálik is a huge stay-at-home defenseman, who plays a tough and physical game. Has limited hockey sense, but is a decent skater for his size. Doesn't offer much on offense."
Davis Drewiske,https://www.eliteprospects.com/player/17699/davis-drewiske,USA,D,188,101,L,,,,"['1-time NCAA (Championship) Winner', '1-time NHL Stanley Cup Champion']",Brother: Jacob Drewiske
Tyson Strachan,https://www.eliteprospects.com/player/15420/tyson-strachan,Canada,D,191,95,R,,,"('5', '137', '2003')","['1-time EIHL Champion', '1-time NCAA (CCHA) Champion']","Strachan is a big, physical defenseman. He likes to play it safe and doesn't contribute much offensively. Lacks skating ability and can take some bad penalties, but is a team guy and will fight."
Michal Řepík,https://www.eliteprospects.com/player/10481/michal-%C5%98epik,Czechia,RW,179,86,R,,,"('2', '40', '2007')","['1-time CHL Memorial Cup Champion', '1-time Czech Extraliga Champion', '1-time WHL Champion']","A skilled puck-handler, Řepík is a primarily an offensive player. Skates quickly and fluently. Has good vision, but can get pushed around at times.
- Erik K."
Steve MacIntyre,https://www.eliteprospects.com/player/14043/steve-macintyre,Canada,LW,196,113,L,['Enforcer'],,,[],
Corey Potter,https://www.eliteprospects.com/player/9404/corey-potter,USA,D,191,93,R,,,"('4', '122', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal']","Potter is a defenseman with good size and two-way ability. A capable passer and puck handler, as well as a decent physical presence.
- Erik K."
Christian Hanson,https://www.eliteprospects.com/player/31218/christian-hanson,USA,C/RW,193,103,R,,,,"['2-time NCAA (CCHA) Champion', '1-time Norwegian Champion']","Father: Dave Hanson

Hanson's father is best known for his role in the movie Slapshot, as one of the famous Hanson Brothers."
