player_name,nation,position,height_cm,weight_cm,shoots,player_type,nhl_right,draft,highlights,"description
"
Michel Ouellet,Canada,RW,185,88,R,,,"('4', '124', '2000')","['1-time AHL All-Rookie Team', '1-time AHL Calder Cup Champion', '1-time CHL Memorial Cup Champion', '1-time QMJHL Champion']","Ouellet is skilled winger with good offensive instincts and vision. Plays a pretty well-rounded game, but is only an average skater, and not that strong physically."
Zach Parise,USA / Canada,LW/RW,180,88,L,,,"('1', '17', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time Olympic Silver Medal', '1-time NCAA (West) First All-American Team', '1-time NHL Second All-Star Team', '1-time Olympic All-Star Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Valuable Player']","Brother: Jordan Parise
Father: Jean-Paul Parisé

Known as a speedy winger who excels in front of the net. Parise was drafted 17th overall in 2003 after scoring 61 points in 39 games as a freshman with the University of North Dakota. He won gold with the USA twice at the World Juniors before making his NHL debut in 2005. Zach has scored 30+ goals in 6 seasons and reached the 60-point mark 7 times."
Brent Seabrook,Canada,D,190,100,R,['Defensive Defenseman'],,"('1', '14', '2003')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '1-time U17 WHC Silver Medal', '1-time U20 WJC Silver Medal', '3-time NHL Stanley Cup Champion', '1-time U18 WJC All-Star Team', '1-time U18 WJC Best Defenseman']",Brother: Keith Seabrook
Patrick Eaves,USA / Canada,RW/LW,180,92,R,,,"('1', '29', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '1-time NCAA (Hockey East) Champion']","Full name: Patrick Campbell Eaves

Grandfather:Cecil Eaves
Father: Mike Eaves
Uncle: Murray Eaves
Brother: Ben Eaves"
Ryan Craig,Canada,C/LW,188,96,L,,,"('8', '255', '2002')","['1-time AHL Calder Cup Champion', '1-time CHL Humanitarian of the Year', '1-time WHL (East) First All-Star Team']",Brother: Jarrett Craig
Steve Bernier,Canada,RW,191,102,R,,,"('1', '16', '2003')","['1-time U18 WJC Gold Medal', '1-time CHL Second All-Star Team', '1-time QMJHL All-Rookie Team', '2-time QMJHL Second All-Star Team']","A large winger with a good offensive touch. Bernier plays a pretty well-rounded game and owns a good shot. Used to have the potential to become a really good power forward, but has lacked the work ethic to make it. Is a below-average skater. - Erik K."
Lee Stempniak,USA,RW,180,88,R,,,"('5', '148', '2003')","['1-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team']","Lee Stempniak was known as a winger who played a pretty well-rounded game. A fast skater, he was blessed with a good shot.
- Erik K."
Jay McClement,Canada,C/D,185,93,L,,,"('2', '57', '2001')","['1-time World Championship Gold Medal', '2-time U20 WJC Silver Medal', '1-time Spengler Cup Winner']",Cousin: Brady Burns
Corey Perry,Canada,RW/LW,190,94,R,"['Agitator', 'Net-Front Presence']",Los Angeles Kings / Signed,"('1', '28', '2003')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U20 WJC Gold Medal', '2-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time U17 WHC Bronze Medal', '1-time CHL First All-Star Team', '1-time CHL Memorial Cup Champion', '1-time CHL Second All-Star Team', '2-time NHL First All-Star Team', '1-time NHL Most Goals (Maurice Richard Trophy)', '1-time NHL Most Valuable Player (Hart Trophy)', '1-time NHL Stanley Cup Champion', '1-time OHL Champion', '1-time OHL First All-Rookie Team', '2-time OHL First All-Star Team', '2-time OHL Most Assists', '1-time OHL Most Goals', '1-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Playoffs MVP (Wayne Gretzky 99 Award)']","Brother: Adam Perry

Perry loves to get under the skin of his opponents, a style of play that earned him the nickname ""The Worm."" In 2005, the 6'3 winger won a Memorial Cup with the London Knights and WJC gold with Canada. He helped the Ducks win their first Stanley Cup in 2007 with 15 points in the playoffs. Perry had a career year in 2011; he won the Maurice Richard and Hart Trophy after scoring 50 goals and 98 points. He has also won gold at the World Cup, World Championship, and Olympics (x2)."
Dennis Wideman,Canada,D,183,92,R,,,"('8', '241', '2002')","['1-time CHL Second All-Star Team', '1-time OHL First All-Star Team']",
Jaroslav Balastik,Czechia,LW/RW,191,95,L,,,"('6', '184', '2002')","['1-time World Championship Silver Medal', '2-time Czech Extraliga Champion', '3-time Czech Extraliga Most Goals']","Balastik had good size and quite a bit of experience. He was a reliable goal scorer on all levels of play. Balastik owned a high-calibre wrist shots, which he often used. He read the game well, which furthermore assisted his scoring ability. Feet were pretty quick, but the knock on him was his play without the puck and his passing game."
Grant Stevenson,Canada,C,183,84,R,,,,['1-time NCAA (West) Second All-American Team'],"Grandfather: Glenn Hall
Cousins: Luke Hall, Levi Hall"
Duncan Keith,Canada / U.K.,D,185,87,L,,,"('2', '54', '2002')","['2-time Olympic Gold Medal', '1-time World Championship Silver Medal', '1-time Hockey Hall of Fame', '2-time NHL Best Defenseman (Norris Trophy)', '2-time NHL First All-Star Team', '1-time NHL Second All-Star Team', '3-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time WHL Champion']",
Rostislav Olesz,Czechia,LW/RW,186,97,L,,,"('1', '7', '2004')","['1-time U20 WJC Bronze Medal', '1-time Olympic Bronze Medal']",Olesz is a two-way winger with good speed and all-around ability. Solid defensively and skilled with the puck. Always works hard for his team.
Mikko Koivu,Finland,C,189,97,L,"['Dangler', 'Leader']",,"('1', '6', '2001')","['1-time U18 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '2-time World Championship Silver Medal', '1-time U18 WJC Bronze Medal', '1-time U20 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time Olympic Bronze Medal', '1-time Liiga Champion']",Koivu is a big center with terrific two-way smarts. Has very good all-around offensive ability and skates well. Could play a more aggressive style and use his size more to his advantage. Is an outstanding leader.
Jim Slater,USA,C,183,86,L,['Face-Off Specialist'],,"('1', '30', '2002')",['1-time NCAA (West) Second All-American Team'],
Robert Nilsson,Sweden / Canada,W/C,178,83,L,,,"('1', '15', '2003')","['1-time TV-Pucken Silver Medal', '1-time World Championship Silver Medal', '1-time KHL Gagarin Cup Champion', '1-time NL Champion', '1-time NL Media All-Star Team', '1-time NL Most Assists', '1-time TV-Pucken Best Forward (Sven Tumbas Stipendium)', '1-time TV-Pucken Most Points', '1-time U20 Nationell (Overall) Most Assists', '1-time U20 Nationell (Overall) Most Points']","Robert Nilsson was a winger known as one of Sweden's top prospects as a youngster. He was a great skater blessed with terrific stickhandling ability and on-ice vision. In the end, concussion woes put a stop to his career.
- Erik K."
Alexander Perezhogin,Russia / Kazakhstan,LW/RW,182,100,L,,,"('1', '25', '2001')","['1-time U18 WJC Gold Medal', '2-time U20 WJC Gold Medal', '2-time World Championship Gold Medal', '1-time RSL Champion']","Perezhogin is a real speedster with great acceleration. He can make plays, but is a goal scorer first and foremost."
Paul Ranger,Canada,D,194,95,L,,,"('6', '183', '2002')",[],"Ranger is a big defenseman with good passing ability and smarts. Skates very well and likes to join the rush. Could stand to play a more physical game given his size advantage.
- Erik K."
Brandon Bochenski,USA / Kazakhstan,RW/LW,185,88,R,,,"('7', '223', '2001')","['1-time AHL All-Rookie Team', '1-time KHL Most Goals', '1-time NCAA (West) First All-American Team', '1-time USHL First All-Star Team', '1-time USHL Rookie of the Year', '1-time USHS-MN State Champion']",
Evgeny Artyukhin,Russia,RW/LW,197,118,L,['Heavy Hitter'],,"('3', '94', '2001')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time Spengler Cup Winner']",
Johan Franzén,Sweden,W/C,189,105,L,"['Net-Front Presence', 'Power Forward', 'PP Specialist']",,"('3', '97', '2004')","['1-time World Championship Gold Medal', '1-time TV-Pucken Bronze Medal', '1-time NHL Stanley Cup Champion']","Son: Eddie-Bo Franzén, Father: Per-Gunnar Franzén, Nephew: Alfred Kjellflo"
Mark Cullen,USA,C/LW,180,79,L,,,,"['1-time AHL Calder Cup Champion', '2-time NCAA (West) Second All-American Team', '1-time USHL All-Rookie Team', '1-time USHL Rookie of the Year']","Brothers: Joe Cullen & Matt Cullen
Father: Terry Cullen
Grandfather: Barry Cullen
Uncle: John Cullen
Great uncles: Brian Cullen & Ray Cullen
Nephew: Brooks Cullen"
Ryan Suter,USA,D,185,93,L,,,"('1', '7', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time Olympic Silver Medal', '1-time NHL First All-Star Team', '1-time U18 WJC Best Defenseman', '1-time U20 WJC All-Star Team']","Son: Brooks Suter
Father: Bob Suter
Brother: Garrett Suter
Uncles: Gary Suter & John Suter
Cousins: Jeremy Dehner, Jacob Suter & Jared Suter"
Kevin Dallman,Canada / Kazakhstan,D,178,88,R,,,,"['1-time CHL Third All-Star Team', '2-time KHL First All-Star Team', '1-time OHL Second All-Star Team', '1-time OHL Third All-Star Team']","An offensive-minded, puck-moving defenseman. Skates well, and is very mobile. Has a bomb from the point, and displays leader qualities. Is a bit undersized as a defenseman, which hurts him in battles for position and the puck."
Erik Christensen,Canada,C,185,93,L,,,"('3', '69', '2002')","['1-time CHL Second All-Star Team', '1-time SHL Champion', '1-time WHL (West) First All-Star Team', '1-time WHL Most Goals', '1-time WHL Most Points (Bobby Clarke Trophy)']","Erik Christensen was a skilled center with fine offensive instincts. A fast, well-balanced skater, he also had good hands and puck control. Known as one of the top shootout players during his time in the National Hockey League.
- Erik K."
Brad Richardson,Canada,RW/C,183,86,L,,,"('5', '163', '2003')","['1-time NHL Stanley Cup Champion', '1-time OHL Third All-Star Team']",
Mike Glumac,Canada / Croatia,C/RW,188,92,R,,,,['1-time ECHL All-Rookie Team'],"Glumac is a hard working winger who plays an aggressive, physical style. Has decent hands and offensive ability, but isn't a very good skater."
Alexandre Burrows,Canada,RW/LW,185,89,L,['Agitator'],,,[],"An energetic agitator who also has skills with the puck. An excellent skater with a good defensive game. Decent hands, a sharp wrist shot. Has gained some negative reputation as a diver due to embellising contacts."
Brett Lebda,USA,D,178,88,L,,,,['1-time NHL Stanley Cup Champion'],Brother: Arik Lebda
Andrew Ladd,Canada,LW,190,93,L,,,"('1', '4', '2004')","['1-time U20 WJC Gold Medal', '2-time NHL Stanley Cup Champion']","Brother: Mike Ladd
Cousin: Steve Covington"
Milan Jurcina,Slovakia,D,193,115,R,,,"('8', '241', '2001')",[],"Jurčina is a big all-around defenceman with a great reach and physical fitness. His offensive capabilities rely on his very hard slapshot, making him a threat on power play. Despite his hulking figure, he doesn't use his size and strength against his opponents enough. His skating could use improvement. Suffers from inconsistency."
Mark Streit,Switzerland,D,181,87,L,,,"('9', '262', '2004')","['1-time IIHF Hall of Fame', '1-time NHL Stanley Cup Champion', '1-time NL Champion', '2-time NL Defenseman of the Year', '2-time NL Media All-Star Team', '1-time U20 WJC All-Star Team']","A leader on the ice, Mark Streit is probably the best swiss defender ever. He can play D strong enough and also bring impact in the offense. Extremely good in power play. Missed all season 2010-2011 due to left shoulder surgery to repair torn labrum & rotator cuff."
Christoph Schubert,Germany,D,190,107,L,,,"('4', '127', '2001')",[],"A large stay-at-home defenseman who likes playing a physical brand of hockey. Is an asset on the penalty kill with his size and reach. Possesses a hard, but not very accurate, shot from the point. Can be used at wing on an energy line.
Doesn't offer much on offense in addition to his big shot. Isn't a great puckhandler. Needs to cut down on the unncessecary penalties."
Shea Weber,Canada,D,193,104,R,"['Heavy Shooter', 'Two-Way Defenseman']",Chicago Blackhawks / Signed,"('2', '49', '2003')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '2-time Olympic Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time CHL Memorial Cup Champion', '1-time CHL Second All-Star Team', '1-time Hockey Hall of Fame', '2-time NHL First All-Star Team', '1-time NHL Mark Messier Leadership Award', '2-time NHL Second All-Star Team', '1-time Olympic All-Star Team', '1-time WHL (West) First All-Star Team', '1-time WHL (West) Second All-Star Team', '2-time WHL Champion', '1-time WHL Playoffs MVP', '1-time World Championship All-Star Team', '1-time World Championship Best Defenseman']","A large defenseman with sound all-round game. Weber possesses one of the toughest and most accurate shots in the NHL, making him a lethal weapon on the man-advantage. A tough veteran with a large frame and the mindset to make the most of it. Worldwide elite in his position."
Maxime Talbot,Canada,C,180,84,L,,,"('8', '234', '2002')","['1-time U20 WJC Silver Medal', '1-time NHL Stanley Cup Champion', '2-time QMJHL Champion', '2-time QMJHL Playoffs MVP (Guy Lafleur Trophy)', '2-time QMJHL Second All-Star Team']",
Ben Eager,Canada,LW,188,103,L,['Speedster'],,"('1', '23', '2002')","['1-time AHL Calder Cup Champion', '1-time NHL Stanley Cup Champion']",
Jeff Hoggan,Canada,RW/LW,185,88,L,,,,"['2-time AHL Calder Cup Champion', '1-time NCAA (West) Second All-American Team']",Hoggan is a gritty winger with good speed. A good forechecker and hard worker. Good leadership qualities.
Dustin Penner,Canada,LW,193,111,L,,,,"['1-time AHL Second All-Star Team', '1-time NCAA (Hockey East) Champion', '2-time NHL Stanley Cup Champion']",
Zenon Konopka,Canada / USA,C,183,97,L,"['Agitator', 'Enforcer', 'Face-Off Specialist']",,,"['1-time CHL Memorial Cup Champion', '1-time ECHL All-Rookie Team', '1-time ECHL Kelly Cup Champion', '1-time OHL Champion', '1-time OHL Most Assists']",
Bruno Gervais,Canada,D,185,91,R,,,"('6', '182', '2003')",['1-time QMJHL Second All-Star Team'],Brother: Maxime Gervais
Jeff Giuliano,USA,LW,175,93,L,,,,"['1-time NCAA (Championship) Winner', '2-time NCAA (Hockey East) Champion']","Giuliano is a hard working winger with lots of speed and energy. Sound defensively and a team player. Lacks size, though, and doesn't handle the puck all that well."
James Wisniewski,USA,D,180,92,R,,,"('5', '156', '2002')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time CHL Defenseman of the Year', '1-time CHL First All-Star Team', '1-time OHL First All-Rookie Team', '1-time OHL First All-Star Team', '1-time OHL Most Outstanding Defenseman (Max Kaminsky Trophy)']",Uncle: Billy Dea
Andrew Alberts,USA,D,195,99,L,,,"('6', '179', '2001')","['2-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion', '1-time USHS-MN State Champion']",Cousin: Sam Rothstein
Niklas Nordgren,Sweden,RW,181,85,R,,,"('8', '195', '1997')","['1-time TV-Pucken Gold Medal', '1-time J18 SM Gold Medal', '1-time U18 EJC Silver Medal']","Nordgren is a strong skater, has a quick release and a nose for the net. Nordgren is also quite capable at delivering the puck and has admirable work-ethics. A very all-round player."
Matt Carle,USA,D,183,89,L,,,"('2', '47', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time World Championship Bronze Medal', '2-time NCAA (Championship) Winner', '2-time NCAA (West) First All-American Team', '1-time NCAA Top Collegiate Player (Hobey Baker Award)', '1-time NHL All-Rookie Team', '1-time USHL Defenseman of the Year']","Carle is a very mobile defenseman who skates really well. Owns good vision from the backend and great passing ability. Isn't very large, but is solid defensively."
