player_name_ep,player_link_ep,date_of_birth,nation,player_pos,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Brett Leason,https://www.eliteprospects.com/player/257755/brett-leason,4/30/1999,Canada,RW/C,195,100,R,"['PK Specialist', 'Role Player', 'Workhorse']",,"('2', '56', '2019')","['1-time AEHL U17 Most Valuable Player', '1-time Alberta Cup Champion', '1-time WHL (East) First All-Star Team', '1-time WHL Champion']",
Johan Larsson,https://www.eliteprospects.com/player/9009/johan-larsson,7/25/1992,Sweden,C,182,92,L,"['Leader', 'Physical Forward', 'Two-Way Center']",,"('2', '56', '2010')","['1-time J20 SM Gold Medal', '1-time J18 SM Gold Medal', '1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U18 WJC Silver Medal', '1-time HockeyAllsvenskan Champion', '1-time SHL Champion', '1-time SHL Rookie of the Year', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time U18 WJC All-Star Team']","A strong two-way player with good hockey sense and on-ice vision. Not overly flashy or technically skilled, but Larsson works hard, passes the puck well and is very valuable in all zones of the ice. A true team player with some nice offensive upside too. Decent skater, but could be faster. Leadership qualities."
Axel Jonsson-Fjallby,https://www.eliteprospects.com/player/246070/axel-jonsson-fjallby,2/10/1998,Sweden,LW,182,86,L,,,"('5', '147', '2016')","['1-time J20 SM Gold Medal', '1-time U18 WJC Silver Medal', '1-time U20 WJC Silver Medal', '1-time TV-Pucken Bronze Medal']",
Hendrix Lapierre,https://www.eliteprospects.com/player/201904/hendrix-lapierre,2/9/2002,Canada,C,183,84,L,,Washington Capitals / Signed,"('1', '22', '2020')","['1-time Hlinka Gretzky Cup Silver Medal', '2-time AHL Calder Cup Champion', '1-time AHL Playoffs MVP (Jack A Butterfield Trophy)', '1-time QMJHL All-Rookie Team', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)']","His pucks skills, and the ability to wield them with the same effectiveness at speed as he does at a standstill, make him a dazzling puck-carrier. Lapierre can effortlessly weave his way through an entire team on a moment's notice, and he did that seemingly once a game during his tear at the Hlinka."
Lucas Johansen,https://www.eliteprospects.com/player/199937/lucas-johansen,11/16/1997,Canada,D,187,83,L,,,"('1', '28', '2016')","['2-time AHL Calder Cup Champion', '1-time WHL Champion']",Brother: Ryan Johansen
Dennis Cholowski,https://www.eliteprospects.com/player/247137/dennis-cholowski,2/15/1998,Canada,D,188,95,L,,New Jersey Devils / Signed,"('1', '20', '2016')","['1-time WJAC-19 Gold Medal', '1-time CSSHL U16 Champion']",
Mike Vecchione,https://www.eliteprospects.com/player/98845/mike-vecchione,2/25/1993,USA,LW/C,178,88,R,,,,"['2-time AHL Calder Cup Champion', '1-time NCAA (Championship) Winner', '1-time NCAA (East) First All-American Team', '1-time NCAA (Overall) Most Points']","A strong and speedy two-way transition winger who possesses good puck and passing skills, and is equally adept at finishing plays as he is creating them. All-in-all, an offensively minded two-way winger that can produce strong numbers due to his patience and responsibility in all three zones."
Alexander Alexeyev,https://www.eliteprospects.com/player/333787/alexander-alexeyev,11/15/1999,Russia,D,193,104,L,['Defensive Defenseman'],Pittsburgh Penguins / Signed,"('1', '31', '2018')","['1-time U17 WHC Silver Medal', '1-time U20 WJC Bronze Medal']",
Rasmus Sandin,https://www.eliteprospects.com/player/289453/rasmus-sandin,3/7/2000,Sweden,D,181,86,L,,Washington Capitals / Signed,"('1', '29', '2018')","['1-time TV-Pucken Gold Medal', '1-time U17 WHC Gold Medal', '1-time Hlinka Gretzky Cup Bronze Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time OHL First All-Rookie Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']",Brother: Linus Sandin
Vincent Iorio,https://www.eliteprospects.com/player/201802/vincent-iorio,11/14/2002,Canada,D,191,91,R,,Washington Capitals / Signed,"('2', '55', '2021')",['2-time AHL Calder Cup Champion'],"Iorio on the breakout is basically Han Solo with a blaster: Well-placed laser-beam after well-placed laser-beam. He misdirects opponents by looking relaxed, even vulnerable, before firing. He looks off his target, skates into the lane, then holds the deception until the puck’s released, even for long-range, three-line passes."
Dylan McIlrath,https://www.eliteprospects.com/player/37170/dylan-mcilrath,4/20/1992,Canada,D,196,105,R,,Washington Capitals / Signed,"('1', '10', '2010')",['3-time AHL Calder Cup Champion'],A large and physical defenseman. Positions himself men. Not a very good skater. Has a good shot from the blue line. Needs to improve his skating.
Connor Brown,https://www.eliteprospects.com/player/97341/connor-brown,1/14/1994,Canada,RW/LW,183,83,R,,New Jersey Devils / Signed,"('6', '156', '2012')","['1-time World Championship Gold Medal', '1-time AHL All-Rookie Team', '1-time CHL Top Scorer Award', '1-time OHL First All-Rookie Team', '1-time OHL First All-Star Team', '1-time OHL Most Assists', '1-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time World Championship Most Points']","Father: Dan Brown
Brother: Jeff Brown"
Ivan Miroshnichenko,https://www.eliteprospects.com/player/526255/ivan-miroshnichenko,2/4/2004,Russia,LW,185,88,R,,Washington Capitals / Signed,"('1', '20', '2022')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U18 WJC Silver Medal', '1-time AHL Calder Cup Champion']","Opponents shouldn't let him catch up on the boards as they will get rammed and they will get stripped of the puck. Miroshnichenko is a bully on the ice, with some surprising soft skills in his handling and shooting. He battles and then sneaks away from the play to find scoring space."
Matthew Phillips,https://www.eliteprospects.com/player/161060/matthew-phillips,4/6/1998,Canada,RW/C,173,73,R,,,"('6', '166', '2016')","['1-time AEHL U18 Most Points', '1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '2-time WHL (West) First All-Star Team', '1-time WHL Rookie of the Year (Jim Piggott Trophy)']",
Hardy Haman Aktell,https://www.eliteprospects.com/player/242658/hardy-haman-aktell,7/4/1998,Sweden,D,192,90,L,,,"('4', '108', '2016')","['1-time TV-Pucken Gold Medal', '1-time AHL Calder Cup Champion', '2-time SHL Champion']",
Pierrick Dube,https://www.eliteprospects.com/player/410529/pierrick-dube,1/7/2001,France / Canada,RW,175,78,R,,,,"['1-time AHL Calder Cup Champion', '1-time QMJHL Champion']","Dubé’s puck control is smart and efficient. He keeps possession out of reach as much as possible until he can find an outlet. His best tool is his shot. He scored off a faceoff with a precise, screened release that hit the far post before going in on an unsuspecting Huskies goalie."
Jakob Chychrun,https://www.eliteprospects.com/player/243386/jakob-chychrun,3/31/1998,Canada / USA,D,188,95,L,['Two-Way Defenseman'],Washington Capitals / Signed,"('1', '16', '2016')","['1-time OHL First All-Rookie Team', '1-time OHL Second All-Star Team', '1-time OHL Third All-Star Team']","An unyielding two-way defenceman, Jakob Chychrun is a rising star with a toolbox bursting at the seams. Consistently displays elite four-way skating ability and is not afraid to throw his weight around physically. Plays with poise and composure through high pressure situations and, with the puck on his stick, can direct the play up-ice. Exhibits a particularly potent shot that works its magic on the power play and on the forecheck. Excellent first pass and uses his vision and awareness to keep the puck moving in the direction of the opposition's tail or to a teammate with more time and space. Defensively adept at tracking the puck and staying a step ahead of the opposition. Proactive with his stick and body, exerting pressure on the opposition and forcing them to make hurried decisions.

All-in-all, a well-rounded two-way defender who competes with pro-level drive and makes his authoritative presence felt at both ends of the ice."
Matt Roy,https://www.eliteprospects.com/player/191271/matt-roy,3/1/1995,USA,D,185,93,R,,Washington Capitals / Signed,"('7', '194', '2015')","['1-time World Championship Bronze Medal', '1-time USHL Clark Cup Champion']",
Declan Chisholm,https://www.eliteprospects.com/player/363643/declan-chisholm,1/12/2000,Canada,D,185,86,L,,Washington Capitals / Signed,"('5', '150', '2018')",['1-time U17 WHC Silver Medal'],
Ethen Frank,https://www.eliteprospects.com/player/247909/ethen-frank,2/5/1998,USA,RW/C,180,84,R,,Washington Capitals / Signed,,"['1-time WJAC-19 Gold Medal', '1-time AHL All-Rookie Team', '2-time AHL Calder Cup Champion', '1-time NCAA (West) Second All-American Team']",
Justin Sourdif,https://www.eliteprospects.com/player/290346/justin-sourdif,3/24/2002,Canada,RW/C,180,78,R,"['Heavy Shooter', 'Puckhandler']",Washington Capitals / Signed,"('3', '87', '2020')","['1-time Hlinka Gretzky Cup Silver Medal', '1-time BCEHL U18 Most Points', '1-time BCEHL U18 Player of the Year', '1-time WHL Champion']","Sourdif has a powerful, hands-in-front release with occasional crafty placement -- he's a legitimate long-range threat when he shoots. His off of the puck skating patterns, timing, and a nose for soft ice put him in the best possible shooting position. He's a tremendously athletic player and skates with a low centre of gravity, allowing him to bulldoze through traffic."
Ryan Leonard,https://www.eliteprospects.com/player/603021/ryan-leonard,1/21/2005,USA,C,183,87,R,"['Physical Forward', 'Puckhandler', 'Sniper']",Washington Capitals / Signed,"('1', '8', '2023')","['1-time U18 WJC Gold Medal', '2-time U20 WJC Gold Medal', '1-time U18 WJC Silver Medal', '1-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '1-time NCAA (Hockey East) Champion', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Valuable Player']","Leonard is dangerous with the puck in the offensive zone, possessing a pro-calibre shot and hands. He is incredibly deceptive, using his upper body and eyes to turn defenders’ feet and sticks before walking around them or getting a shot on net. Leonard is a great facilitator, as well. After making a move, he can find guys in stride in dangerous spots. An above-average skater, Leonard can employ all of these tools off the rush too, making him even more versatile."
Patrik Elias,https://www.eliteprospects.com/player/8698/patrik-elias,4/13/1976,Czechia / USA,LW,185,86,L,,,"('2', '51', '1994')","['1-time U18 EJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time Olympic Bronze Medal', '1-time NHL All-Rookie Team', '1-time NHL First All-Star Team', '2-time NHL Stanley Cup Champion']",A forward with an excellent eye for the game and good stickhandling. A good passer and excellent skater. Elias is capable of playing any offensive position and has a good and fast wrist shot. A reliable scorer who is also secure defensively. He is useful on both powerplay and penalty kill and is able to score in important games.
Alexander Mogilny,https://www.eliteprospects.com/player/21327/alexander-mogilny,2/18/1969,Russia,RW,183,95,L,"['Dangler', 'Sniper', 'Speedster']",,"('5', '89', '1988')","['1-time Olympic Gold Medal', '1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time Triple Gold Club', '1-time U20 WJC Silver Medal', '1-time Hockey Hall of Fame', '1-time NHL Gentleman Conduct (Lady Byng Trophy)', '1-time NHL Most Goals (Maurice Richard Trophy)', '2-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Points']","Mogilny is perhaps best known for being the first Russian to defect from the Soviet Union and join the NHL. He also holds the record for goals in a season by a Russian, scoring 76 in 1993. The 6x All-Star retired in 2006 with 473 goals and 1,032 points in 990 games and ranks 4th all-time in scoring among Russian players. Mogilny is a Triple Gold Club member and won the Maurice Richard and Lady Byng, as well as the Stanley Cup with the Devils in 2000."
Sergei Brylin,https://www.eliteprospects.com/player/8697/sergei-brylin,1/13/1974,Russia,W/C,178,86,L,,,"('2', '42', '1992')","['1-time U18 EJC Bronze Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '3-time NHL Stanley Cup Champion', '1-time Spengler Cup Winner']","Son: Fyodor Brylin
Nephew: Maxim Andreyev"
Brian Rafalski,https://www.eliteprospects.com/player/1635/brian-rafalski,9/28/1973,USA,D,178,87,R,"['Offensive Defenseman', 'PP Specialist']",,,"['1-time Liiga Golden Helmet', '2-time Olympic Silver Medal', '1-time U20 WJC Bronze Medal', '2-time Liiga All-Star Team', '2-time Liiga Best Defenseman (Pekka Rautakallio Award)', '1-time Liiga Champion', '1-time NCAA (West) First All-American Team', '1-time NHL All-Rookie Team', '3-time NHL Stanley Cup Champion', '1-time Olympic All-Star Team', '1-time Olympic Best Defenseman', '1-time USHL First All-Star Team', '1-time United States Hockey Hall of Fame']",Son: Matthew Rafalski
Bobby Holik,https://www.eliteprospects.com/player/8545/bobby-holik,1/1/1971,Czechia / USA,C,193,105,R,['Face-Off Specialist'],,"('1', '10', '1989')","['1-time U18 EJC Gold Medal', '1-time U18 EJC Silver Medal', '2-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '2-time NHL Stanley Cup Champion']","Father: Jaroslav Holík
Uncle: Jiri Holík
Nephews: Adam Musil & David Musil
Brother-in-Law: Frantisek Musil

Bobby Holik totaled 326 goals, 747 points, and 1,421 penalty minutes over 18 seasons with the Whalers, Devils, Rangers, and Thrashers. The 6'4, 230 lb center won 2 Stanley Cups with New Jersey in 1995 and 2000 and set career highs in 1998 with 29 goals and 65 points. He also played in the 1998 and 99 All-Star games and retired in 2009."
Scott Niedermayer,https://www.eliteprospects.com/player/8521/scott-niedermayer,8/31/1973,Canada,D,185,91,L,"['Speedster', 'Two-Way Defenseman']",,"('1', '3', '1991')","['1-time U20 WJC Gold Medal', '2-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time CHL First All-Star Team', '1-time CHL Memorial Cup Champion', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL All-Rookie Team', '1-time NHL Best Defenseman (Norris Trophy)', '3-time NHL First All-Star Team', '1-time NHL Second All-Star Team', '4-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time U20 WJC All-Star Team', '2-time WHL (West) First All-Star Team', '2-time WHL Champion']","Sons: Jackson Niedermayer & Joshua Niedermayer, Logan Niedermayer & Luke Niedermeyer Brother: Rob Niedermayer
Cousins: Jett Quaschnick, Sophie Quaschnick & Jason Strudwick

Scott Niedermayer was an offensive defenseman who could fly like the wind. He was selected 3rd overall in 1991 after winning gold at the World Juniors and won a Memorial Cup the following year. He later won gold at the World Championship, World Cup, and the Olympics (x2). Scott also won 4 Stanley Cups and a Conn Smythe, as well as a Norris Trophy. The 5x All-Star retired in 2010 with 172 goals and 740 points and was inducted into the Hockey Hall of Fame in 2013."
Scott Stevens,https://www.eliteprospects.com/player/21375/scott-stevens,4/1/1964,Canada,D,188,98,L,"['Defensive Defenseman', 'Heavy Hitter', 'PK Specialist']",,"('1', '5', '1982')","['2-time World Championship Silver Medal', '1-time CHL Memorial Cup Champion', '1-time Canada Cup Champion', '1-time Hockey Hall of Fame', '1-time NHL All-Rookie Team', '2-time NHL First All-Star Team', '3-time NHL Second All-Star Team', '3-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)']","Brother: Mike Stevens & Geoff Stevens

Stevens was selected 5th overall in 1982 after winning a Memorial Cup with the Kitchener Rangers. Over 22 years, the big-hitting defenseman went on to win 3 Stanley Cups and a Conn Smythe with the Devils as well as a Canada Cup. The 13x All-Star retired in 2004 with 196 goals and 712 assists."
